tick,prev_area,area,sex,event_age_months,count
23,sa,act,male,7,1
23,sa,act,male,11,1
23,wa,vic,female,0,1
23,wa,qld,male,5,1
23,wa,qld,female,4,1
23,wa,sa,male,5,1
23,wa,tas,male,13,1
23,wa,tas,female,8,1
23,wa,nt,male,10,1
23,wa,nt,female,2,1
23,wa,nt,female,4,1
23,wa,act,male,3,1
23,wa,act,female,17,1
23,tas,qld,male,3,1
23,tas,qld,male,9,1
23,tas,sa,male,14,1
23,tas,nt,female,7,1
23,nt,nsw,male,5,1
23,nt,nsw,female,7,1
23,nt,wa,female,8,1
23,act,qld,male,9,1
23,act,nt,male,4,1
