tick,area,sex,age_months,count
0,sa,male,10,554
0,sa,male,11,504
0,sa,male,12,472
0,sa,male,13,356
0,sa,male,14,279
0,sa,male,15,216
0,sa,male,16,167
0,sa,male,17,89
0,sa,male,18,29
0,sa,male,19,5
0,sa,male,20,1
0,sa,female,0,480
0,sa,female,1,460
0,sa,female,2,483
0,sa,female,3,516
0,sa,female,4,560
0,sa,female,5,551
0,sa,female,6,497
0,sa,female,7,547
0,sa,female,8,563
0,sa,female,9,585
0,sa,female,10,569
0,sa,female,11,524
0,sa,female,12,488
0,sa,female,13,376
0,sa,female,14,305
0,sa,female,15,256
0,sa,female,16,229
0,sa,female,17,157
0,sa,female,18,65
0,sa,female,19,19
0,sa,female,20,2
0,wa,male,0,789
0,wa,male,1,729
0,wa,male,2,754
0,wa,male,3,792
0,wa,male,4,898
0,wa,male,5,919
0,wa,male,6,811
0,wa,male,7,856
0,wa,male,8,847
0,wa,male,9,830
0,wa,male,10,771
0,wa,male,11,683
0,wa,male,12,606
0,wa,male,13,439
0,wa,male,14,329
0,wa,male,15,234
0,wa,male,16,166
0,wa,male,17,82
0,wa,male,18,25
0,wa,male,19,5
0,wa,female,0,754
0,wa,female,1,702
0,wa,female,2,721
0,wa,female,3,752
0,wa,female,4,834
0,wa,female,5,843
0,wa,female,6,781
0,wa,female,7,837
0,wa,female,8,823
0,wa,female,9,819
0,wa,female,10,767
0,wa,female,11,683
0,wa,female,12,589
0,wa,female,13,437
0,wa,female,14,340
0,wa,female,15,271
0,wa,female,16,219
0,wa,female,17,140
0,wa,female,18,58
0,wa,female,19,15
0,wa,female,20,2
0,tas,male,0,167
0,tas,male,1,160
0,tas,male,2,172
0,tas,male,3,177
0,tas,male,4,169
0,tas,male,5,150
0,tas,male,6,140
0,tas,male,7,162
0,tas,male,8,166
0,tas,male,9,183
0,tas,male,10,184
0,tas,male,11,172
0,tas,male,12,162
0,tas,male,13,127
0,tas,male,14,92
0,tas,male,15,68
0,tas,male,16,51
0,tas,male,17,24
0,tas,male,18,7
0,tas,female,0,160
0,tas,female,1,149
0,tas,female,2,162
0,tas,female,3,167
0,tas,female,4,158
0,tas,female,5,150
0,tas,female,6,144
0,tas,female,7,169
0,tas,female,8,174
0,tas,female,9,186
0,tas,female,10,187
0,tas,female,11,172
0,tas,female,12,158
0,tas,female,13,122
0,tas,female,14,97
0,tas,female,15,78
0,tas,female,16,64
0,tas,female,17,45
0,tas,female,18,17
0,tas,female,19,5
0,tas,female,20,1
0,nt,male,0,98
0,nt,male,1,89
0,nt,male,2,85
0,nt,male,3,89
0,nt,male,4,108
0,nt,male,5,116
0,nt,male,6,95
0,nt,male,7,98
0,nt,male,8,88
0,nt,male,9,87
0,nt,male,10,76
0,nt,male,11,67
0,nt,male,12,53
0,nt,male,13,33
0,nt,male,14,19
0,nt,male,15,10
0,nt,male,16,6
0,nt,female,0,92
0,nt,female,1,86
0,nt,female,2,78
0,nt,female,3,78
0,nt,female,4,90
0,nt,female,5,108
0,nt,female,6,94
0,nt,female,7,91
0,nt,female,8,83
0,nt,female,9,77
0,nt,female,10,70
0,nt,female,11,58
0,nt,female,12,41
0,nt,female,13,23
0,nt,female,14,14
0,nt,female,15,8
0,nt,female,16,5
0,nt,female,17,3
0,act,male,0,121
0,act,male,1,109
0,act,male,2,105
0,act,male,3,133
0,act,male,4,168
0,act,male,5,162
0,act,male,6,142
0,act,male,7,139
0,act,male,8,128
0,act,male,9,120
0,act,male,10,116
0,act,male,11,101
0,act,male,12,89
0,act,male,13,62
0,act,male,14,43
0,act,male,15,29
0,act,male,16,20
0,act,male,17,12
0,act,male,18,3
0,act,female,0,116
0,act,female,1,104
0,act,female,2,103
0,act,female,3,125
0,act,female,4,163
0,act,female,5,158
0,act,female,6,140
0,act,female,7,142
0,act,female,8,129
0,act,female,9,128
0,act,female,10,122
0,act,female,11,107
0,act,female,12,91
0,act,female,13,66
0,act,female,14,46
0,act,female,15,36
0,act,female,16,30
0,act,female,17,21
0,act,female,18,7
0,act,female,19,1
1,nsw,male,0,2433
1,nsw,male,1,2278
1,nsw,male,2,2291
1,nsw,male,3,2382
1,nsw,male,4,2568
1,nsw,male,5,2633
1,nsw,male,6,2447
1,nsw,male,7,2552
1,nsw,male,8,2402
1,nsw,male,9,2484
1,nsw,male,10,2360
1,nsw,male,11,2108
1,nsw,male,12,1959
1,nsw,male,13,1512
1,nsw,male,14,1159
1,nsw,male,15,871
1,nsw,male,16,643
1,nsw,male,17,340
1,nsw,male,18,104
1,nsw,male,19,19
1,nsw,male,20,2
1,nsw,female,0,2327
1,nsw,female,1,2144
1,nsw,female,2,2170
1,nsw,female,3,2249
1,nsw,female,4,2464
1,nsw,female,5,2599
1,nsw,female,6,2461
1,nsw,female,7,2609
1,nsw,female,8,2455
1,nsw,female,9,2524
1,nsw,female,10,2396
1,nsw,female,11,2139
1,nsw,female,12,1949
1,nsw,female,13,1535
1,nsw,female,14,1226
1,nsw,female,15,1013
1,nsw,female,16,872
1,nsw,female,17,585
1,nsw,female,18,240
1,nsw,female,19,63
1,nsw,female,20,8
1,vic,male,0,1807
1,vic,male,1,1674
1,vic,male,2,1695
1,vic,male,3,1825
1,vic,male,4,2141
1,vic,male,5,2124
1,vic,male,6,1916
1,vic,male,7,1976
1,vic,male,8,1916
1,vic,male,9,1868
1,vic,male,10,1763
1,vic,male,11,1564
1,vic,male,12,1430
1,vic,male,13,1090
1,vic,male,14,858
1,vic,male,15,642
1,vic,male,16,484
1,vic,male,17,247
1,vic,male,18,77
1,vic,male,19,17
1,vic,male,20,1
1,vic,female,0,1708
1,vic,female,1,1591
1,vic,female,2,1600
1,vic,female,3,1738
1,vic,female,4,2006
1,vic,female,5,2068
1,vic,female,6,1917
1,vic,female,7,2019
1,vic,female,8,1973
1,vic,female,9,1926
1,vic,female,10,1811
1,vic,female,11,1621
1,vic,female,12,1484
1,vic,female,13,1140
1,vic,female,14,920
1,vic,female,15,762
1,vic,female,16,654
1,vic,female,17,435
1,vic,female,18,180
1,vic,female,19,47
1,vic,female,20,6
1,qld,male,0,1590
1,qld,male,1,1469
1,qld,male,2,1489
1,qld,male,3,1541
1,qld,male,4,1624
1,qld,male,5,1643
1,qld,male,6,1476
1,qld,male,7,1598
1,qld,male,8,1531
1,qld,male,9,1527
1,qld,male,10,1431
1,qld,male,11,1297
1,qld,male,12,1210
1,qld,male,13,917
1,qld,male,14,670
1,qld,male,15,465
1,qld,male,16,335
1,qld,male,17,170
1,qld,male,18,54
1,qld,male,19,10
1,qld,male,20,1
1,qld,female,0,1482
1,qld,female,1,1396
1,qld,female,2,1422
1,qld,female,3,1475
1,qld,female,4,1573
1,qld,female,5,1600
1,qld,female,6,1486
1,qld,female,7,1616
1,qld,female,8,1564
1,qld,female,9,1575
1,qld,female,10,1465
1,qld,female,11,1307
1,qld,female,12,1193
1,qld,female,13,907
1,qld,female,14,672
1,qld,female,15,527
1,qld,female,16,435
1,qld,female,17,282
1,qld,female,18,118
1,qld,female,19,32
1,qld,female,20,3
1,sa,male,0,497
1,sa,male,1,481
1,sa,male,2,508
1,sa,male,3,547
1,sa,male,4,597
1,sa,male,5,569
1,sa,male,6,506
1,sa,male,7,547
1,sa,male,8,566
1,sa,male,9,577
1,sa,male,10,555
1,sa,male,11,505
1,sa,male,12,473
1,sa,male,13,358
1,sa,male,14,280
1,sa,male,15,216
1,sa,male,16,166
1,sa,male,17,90
1,sa,male,18,29
1,sa,male,19,4
1,sa,male,20,1
1,sa,female,0,480
1,sa,female,1,460
1,sa,female,2,483
1,sa,female,3,516
1,sa,female,4,560
1,sa,female,5,555
1,sa,female,6,497
1,sa,female,7,546
1,sa,female,8,565
1,sa,female,9,585
1,sa,female,10,569
1,sa,female,11,521
1,sa,female,12,490
1,sa,female,13,379
1,sa,female,14,306
1,sa,female,15,257
1,sa,female,16,229
1,sa,female,17,159
1,sa,female,18,65
1,sa,female,19,20
1,sa,female,20,2
1,wa,male,0,792
1,wa,male,1,731
1,wa,male,2,755
1,wa,male,3,794
1,wa,male,4,895
1,wa,male,5,921
1,wa,male,6,814
1,wa,male,7,856
1,wa,male,8,849
1,wa,male,9,831
1,wa,male,10,773
1,wa,male,11,685
1,wa,male,12,610
1,wa,male,13,442
1,wa,male,14,330
1,wa,male,15,234
1,wa,male,16,167
1,wa,male,17,82
1,wa,male,18,25
1,wa,male,19,5
1,wa,female,0,759
1,wa,female,1,704
1,wa,female,2,721
1,wa,female,3,754
1,wa,female,4,837
1,wa,female,5,849
1,wa,female,6,787
1,wa,female,7,835
1,wa,female,8,827
1,wa,female,9,818
1,wa,female,10,767
1,wa,female,11,686
1,wa,female,12,593
1,wa,female,13,439
1,wa,female,14,340
1,wa,female,15,271
1,wa,female,16,218
1,wa,female,17,140
1,wa,female,18,59
1,wa,female,19,16
1,wa,female,20,2
1,tas,male,0,168
1,tas,male,1,161
1,tas,male,2,172
1,tas,male,3,178
1,tas,male,4,169
1,tas,male,5,154
1,tas,male,6,141
1,tas,male,7,160
1,tas,male,8,169
1,tas,male,9,181
1,tas,male,10,184
1,tas,male,11,172
1,tas,male,12,163
1,tas,male,13,127
1,tas,male,14,93
1,tas,male,15,68
1,tas,male,16,51
1,tas,male,17,25
1,tas,male,18,7
1,tas,female,0,160
1,tas,female,1,151
1,tas,female,2,161
1,tas,female,3,169
1,tas,female,4,160
1,tas,female,5,150
1,tas,female,6,146
1,tas,female,7,169
1,tas,female,8,174
1,tas,female,9,187
1,tas,female,10,188
1,tas,female,11,172
1,tas,female,12,159
1,tas,female,13,122
1,tas,female,14,97
1,tas,female,15,79
1,tas,female,16,64
1,tas,female,17,45
1,tas,female,18,18
1,tas,female,19,5
1,tas,female,20,1
1,nt,male,0,99
1,nt,male,1,88
1,nt,male,2,86
1,nt,male,3,89
1,nt,male,4,109
1,nt,male,5,116
1,nt,male,6,97
1,nt,male,7,99
1,nt,male,8,90
1,nt,male,9,89
1,nt,male,10,75
1,nt,male,11,68
1,nt,male,12,52
1,nt,male,13,34
1,nt,male,14,20
1,nt,male,15,10
1,nt,male,16,6
1,nt,female,0,91
1,nt,female,1,87
1,nt,female,2,78
1,nt,female,3,79
1,nt,female,4,90
1,nt,female,5,109
1,nt,female,6,93
1,nt,female,7,93
1,nt,female,8,84
1,nt,female,9,76
1,nt,female,10,70
1,nt,female,11,59
1,nt,female,12,41
1,nt,female,13,24
1,nt,female,14,14
1,nt,female,15,8
1,nt,female,16,5
1,nt,female,17,3
1,act,male,0,122
1,act,male,1,109
1,act,male,2,105
1,act,male,3,133
1,act,male,4,170
1,act,male,5,163
1,act,male,6,143
1,act,male,7,139
1,act,male,8,128
1,act,male,9,120
1,act,male,10,115
1,act,male,11,102
1,act,male,12,90
1,act,male,13,62
1,act,male,14,43
1,act,male,15,30
1,act,male,16,20
1,act,male,17,12
1,act,male,18,4
1,act,female,0,113
1,act,female,1,103
1,act,female,2,104
1,act,female,3,123
1,act,female,4,162
1,act,female,5,159
1,act,female,6,142
1,act,female,7,142
1,act,female,8,128
1,act,female,9,128
1,act,female,10,122
1,act,female,11,107
1,act,female,12,92
1,act,female,13,66
1,act,female,14,46
1,act,female,15,37
1,act,female,16,30
1,act,female,17,22
1,act,female,18,7
1,act,female,19,1
2,nsw,male,0,2443
2,nsw,male,1,2279
2,nsw,male,2,2286
2,nsw,male,3,2380
2,nsw,male,4,2571
2,nsw,male,5,2641
2,nsw,male,6,2458
2,nsw,male,7,2550
2,nsw,male,8,2412
2,nsw,male,9,2483
2,nsw,male,10,2362
2,nsw,male,11,2107
2,nsw,male,12,1961
2,nsw,male,13,1521
2,nsw,male,14,1159
2,nsw,male,15,871
2,nsw,male,16,644
2,nsw,male,17,344
2,nsw,male,18,105
2,nsw,male,19,18
2,nsw,male,20,2
2,nsw,female,0,2333
2,nsw,female,1,2147
2,nsw,female,2,2171
2,nsw,female,3,2243
2,nsw,female,4,2475
2,nsw,female,5,2608
2,nsw,female,6,2473
2,nsw,female,7,2603
2,nsw,female,8,2458
2,nsw,female,9,2522
2,nsw,female,10,2396
2,nsw,female,11,2142
2,nsw,female,12,1955
2,nsw,female,13,1539
2,nsw,female,14,1226
2,nsw,female,15,1014
2,nsw,female,16,869
2,nsw,female,17,585
2,nsw,female,18,239
2,nsw,female,19,65
2,nsw,female,20,9
2,vic,male,0,1810
2,vic,male,1,1675
2,vic,male,2,1697
2,vic,male,3,1825
2,vic,male,4,2154
2,vic,male,5,2131
2,vic,male,6,1926
2,vic,male,7,1977
2,vic,male,8,1923
2,vic,male,9,1862
2,vic,male,10,1766
2,vic,male,11,1568
2,vic,male,12,1429
2,vic,male,13,1091
2,vic,male,14,863
2,vic,male,15,640
2,vic,male,16,481
2,vic,male,17,246
2,vic,male,18,78
2,vic,male,19,18
2,vic,male,20,1
2,vic,female,0,1706
2,vic,female,1,1592
2,vic,female,2,1597
2,vic,female,3,1731
2,vic,female,4,2011
2,vic,female,5,2077
2,vic,female,6,1920
2,vic,female,7,2009
2,vic,female,8,1976
2,vic,female,9,1926
2,vic,female,10,1813
2,vic,female,11,1627
2,vic,female,12,1488
2,vic,female,13,1148
2,vic,female,14,922
2,vic,female,15,763
2,vic,female,16,654
2,vic,female,17,438
2,vic,female,18,179
2,vic,female,19,48
2,vic,female,20,6
2,qld,male,0,1586
2,qld,male,1,1469
2,qld,male,2,1490
2,qld,male,3,1539
2,qld,male,4,1629
2,qld,male,5,1654
2,qld,male,6,1475
2,qld,male,7,1597
2,qld,male,8,1541
2,qld,male,9,1524
2,qld,male,10,1429
2,qld,male,11,1298
2,qld,male,12,1213
2,qld,male,13,919
2,qld,male,14,672
2,qld,male,15,467
2,qld,male,16,335
2,qld,male,17,172
2,qld,male,18,52
2,qld,male,19,11
2,qld,male,20,1
2,qld,female,0,1486
2,qld,female,1,1398
2,qld,female,2,1421
2,qld,female,3,1472
2,qld,female,4,1580
2,qld,female,5,1606
2,qld,female,6,1490
2,qld,female,7,1611
2,qld,female,8,1566
2,qld,female,9,1569
2,qld,female,10,1466
2,qld,female,11,1306
2,qld,female,12,1195
2,qld,female,13,912
2,qld,female,14,675
2,qld,female,15,529
2,qld,female,16,432
2,qld,female,17,282
2,qld,female,18,120
2,qld,female,19,32
2,qld,female,20,2
2,sa,male,0,497
2,sa,male,1,483
2,sa,male,2,508
2,sa,male,3,549
2,sa,male,4,602
2,sa,male,5,571
2,sa,male,6,506
2,sa,male,7,549
2,sa,male,8,566
2,sa,male,9,577
2,sa,male,10,556
2,sa,male,11,507
2,sa,male,12,474
2,sa,male,13,361
2,sa,male,14,281
2,sa,male,15,216
2,sa,male,16,167
2,sa,male,17,91
2,sa,male,18,30
2,sa,male,19,4
2,sa,male,20,1
2,sa,female,0,486
2,sa,female,1,459
2,sa,female,2,485
2,sa,female,3,516
2,sa,female,4,559
2,sa,female,5,561
2,sa,female,6,498
2,sa,female,7,545
2,sa,female,8,565
2,sa,female,9,586
2,sa,female,10,569
2,sa,female,11,522
2,sa,female,12,490
2,sa,female,13,382
2,sa,female,14,306
2,sa,female,15,257
2,sa,female,16,230
2,sa,female,17,159
2,sa,female,18,66
2,sa,female,19,18
2,sa,female,20,2
2,wa,male,0,797
2,wa,male,1,732
2,wa,male,2,753
2,wa,male,3,793
2,wa,male,4,894
2,wa,male,5,923
2,wa,male,6,813
2,wa,male,7,852
2,wa,male,8,854
2,wa,male,9,825
2,wa,male,10,776
2,wa,male,11,686
2,wa,male,12,610
2,wa,male,13,445
2,wa,male,14,330
2,wa,male,15,236
2,wa,male,16,166
2,wa,male,17,83
2,wa,male,18,25
2,wa,male,19,5
2,wa,female,0,761
2,wa,female,1,706
2,wa,female,2,720
2,wa,female,3,754
2,wa,female,4,841
2,wa,female,5,853
2,wa,female,6,793
2,wa,female,7,832
2,wa,female,8,828
2,wa,female,9,819
2,wa,female,10,770
2,wa,female,11,687
2,wa,female,12,596
2,wa,female,13,438
2,wa,female,14,342
2,wa,female,15,272
2,wa,female,16,216
2,wa,female,17,141
2,wa,female,18,57
2,wa,female,19,17
2,wa,female,20,2
2,tas,male,0,169
2,tas,male,1,161
2,tas,male,2,172
2,tas,male,3,178
2,tas,male,4,169
2,tas,male,5,155
2,tas,male,6,141
2,tas,male,7,160
2,tas,male,8,169
2,tas,male,9,184
2,tas,male,10,185
2,tas,male,11,171
2,tas,male,12,164
2,tas,male,13,128
2,tas,male,14,94
2,tas,male,15,67
2,tas,male,16,51
2,tas,male,17,24
2,tas,male,18,7
2,tas,female,0,161
2,tas,female,1,153
2,tas,female,2,161
2,tas,female,3,170
2,tas,female,4,160
2,tas,female,5,151
2,tas,female,6,145
2,tas,female,7,169
2,tas,female,8,175
2,tas,female,9,186
2,tas,female,10,190
2,tas,female,11,173
2,tas,female,12,158
2,tas,female,13,123
2,tas,female,14,98
2,tas,female,15,78
2,tas,female,16,64
2,tas,female,17,46
2,tas,female,18,18
2,tas,female,19,5
2,tas,female,20,1
2,nt,male,0,101
2,nt,male,1,88
2,nt,male,2,86
2,nt,male,3,92
2,nt,male,4,108
2,nt,male,5,116
2,nt,male,6,99
2,nt,male,7,100
2,nt,male,8,90
2,nt,male,9,89
2,nt,male,10,75
2,nt,male,11,68
2,nt,male,12,53
2,nt,male,13,35
2,nt,male,14,20
2,nt,male,15,10
2,nt,male,16,6
2,nt,female,0,92
2,nt,female,1,86
2,nt,female,2,79
2,nt,female,3,78
2,nt,female,4,92
2,nt,female,5,109
2,nt,female,6,95
2,nt,female,7,93
2,nt,female,8,84
2,nt,female,9,77
2,nt,female,10,72
2,nt,female,11,59
2,nt,female,12,42
2,nt,female,13,24
2,nt,female,14,15
2,nt,female,15,8
2,nt,female,16,5
2,nt,female,17,3
2,act,male,0,121
2,act,male,1,109
2,act,male,2,105
2,act,male,3,133
2,act,male,4,170
2,act,male,5,164
2,act,male,6,145
2,act,male,7,139
2,act,male,8,130
2,act,male,9,120
2,act,male,10,116
2,act,male,11,104
2,act,male,12,90
2,act,male,13,61
2,act,male,14,44
2,act,male,15,30
2,act,male,16,19
2,act,male,17,13
2,act,male,18,4
2,act,female,0,116
2,act,female,1,102
2,act,female,2,105
2,act,female,3,125
2,act,female,4,162
2,act,female,5,160
2,act,female,6,142
2,act,female,7,139
2,act,female,8,129
2,act,female,9,127
2,act,female,10,124
2,act,female,11,106
2,act,female,12,93
2,act,female,13,65
2,act,female,14,46
2,act,female,15,38
2,act,female,16,30
2,act,female,17,22
2,act,female,18,6
2,act,female,19,1
3,nsw,male,0,2457
3,nsw,male,1,2278
3,nsw,male,2,2283
3,nsw,male,3,2377
3,nsw,male,4,2578
3,nsw,male,5,2642
3,nsw,male,6,2466
3,nsw,male,7,2537
3,nsw,male,8,2412
3,nsw,male,9,2478
3,nsw,male,10,2364
3,nsw,male,11,2105
3,nsw,male,12,1960
3,nsw,male,13,1527
3,nsw,male,14,1156
3,nsw,male,15,871
3,nsw,male,16,648
3,nsw,male,17,339
3,nsw,male,18,108
3,nsw,male,19,17
3,nsw,male,20,2
3,nsw,female,0,2333
3,nsw,female,1,2152
3,nsw,female,2,2167
3,nsw,female,3,2242
3,nsw,female,4,2479
3,nsw,female,5,2612
3,nsw,female,6,2477
3,nsw,female,7,2594
3,nsw,female,8,2463
3,nsw,female,9,2514
3,nsw,female,10,2402
3,nsw,female,11,2141
3,nsw,female,12,1954
3,nsw,female,13,1540
3,nsw,female,14,1227
3,nsw,female,15,1011
3,nsw,female,16,871
3,nsw,female,17,585
3,nsw,female,18,239
3,nsw,female,19,65
3,nsw,female,20,9
3,vic,male,0,1817
3,vic,male,1,1676
3,vic,male,2,1693
3,vic,male,3,1827
3,vic,male,4,2156
3,vic,male,5,2132
3,vic,male,6,1929
3,vic,male,7,1972
3,vic,male,8,1928
3,vic,male,9,1857
3,vic,male,10,1766
3,vic,male,11,1571
3,vic,male,12,1428
3,vic,male,13,1096
3,vic,male,14,864
3,vic,male,15,643
3,vic,male,16,480
3,vic,male,17,248
3,vic,male,18,78
3,vic,male,19,18
3,vic,male,20,1
3,vic,female,0,1705
3,vic,female,1,1589
3,vic,female,2,1597
3,vic,female,3,1725
3,vic,female,4,2021
3,vic,female,5,2084
3,vic,female,6,1917
3,vic,female,7,2004
3,vic,female,8,1984
3,vic,female,9,1924
3,vic,female,10,1815
3,vic,female,11,1626
3,vic,female,12,1490
3,vic,female,13,1155
3,vic,female,14,920
3,vic,female,15,765
3,vic,female,16,656
3,vic,female,17,441
3,vic,female,18,181
3,vic,female,19,48
3,vic,female,20,6
3,qld,male,0,1583
3,qld,male,1,1470
3,qld,male,2,1489
3,qld,male,3,1542
3,qld,male,4,1633
3,qld,male,5,1658
3,qld,male,6,1483
3,qld,male,7,1595
3,qld,male,8,1542
3,qld,male,9,1524
3,qld,male,10,1430
3,qld,male,11,1300
3,qld,male,12,1217
3,qld,male,13,926
3,qld,male,14,673
3,qld,male,15,467
3,qld,male,16,337
3,qld,male,17,172
3,qld,male,18,54
3,qld,male,19,11
3,qld,male,20,1
3,qld,female,0,1487
3,qld,female,1,1397
3,qld,female,2,1420
3,qld,female,3,1471
3,qld,female,4,1573
3,qld,female,5,1607
3,qld,female,6,1493
3,qld,female,7,1608
3,qld,female,8,1565
3,qld,female,9,1565
3,qld,female,10,1467
3,qld,female,11,1306
3,qld,female,12,1197
3,qld,female,13,917
3,qld,female,14,677
3,qld,female,15,527
3,qld,female,16,433
3,qld,female,17,281
3,qld,female,18,120
3,qld,female,19,32
3,qld,female,20,3
3,sa,male,0,496
3,sa,male,1,483
3,sa,male,2,506
3,sa,male,3,549
3,sa,male,4,604
3,sa,male,5,575
3,sa,male,6,506
3,sa,male,7,550
3,sa,male,8,566
3,sa,male,9,579
3,sa,male,10,555
3,sa,male,11,506
3,sa,male,12,475
3,sa,male,13,361
3,sa,male,14,283
3,sa,male,15,216
3,sa,male,16,168
3,sa,male,17,91
3,sa,male,18,30
3,sa,male,19,5
3,sa,male,20,1
3,sa,female,0,485
3,sa,female,1,457
3,sa,female,2,485
3,sa,female,3,516
3,sa,female,4,560
3,sa,female,5,560
3,sa,female,6,499
3,sa,female,7,546
3,sa,female,8,566
3,sa,female,9,586
3,sa,female,10,568
3,sa,female,11,522
3,sa,female,12,491
3,sa,female,13,383
3,sa,female,14,308
3,sa,female,15,254
3,sa,female,16,231
3,sa,female,17,161
3,sa,female,18,68
3,sa,female,19,17
3,sa,female,20,2
3,wa,male,0,799
3,wa,male,1,731
3,wa,male,2,753
3,wa,male,3,794
3,wa,male,4,893
3,wa,male,5,931
3,wa,male,6,818
3,wa,male,7,852
3,wa,male,8,853
3,wa,male,9,826
3,wa,male,10,775
3,wa,male,11,687
3,wa,male,12,613
3,wa,male,13,445
3,wa,male,14,331
3,wa,male,15,236
3,wa,male,16,167
3,wa,male,17,81
3,wa,male,18,25
3,wa,male,19,6
3,wa,female,0,766
3,wa,female,1,706
3,wa,female,2,721
3,wa,female,3,755
3,wa,female,4,849
3,wa,female,5,860
3,wa,female,6,798
3,wa,female,7,832
3,wa,female,8,832
3,wa,female,9,815
3,wa,female,10,770
3,wa,female,11,692
3,wa,female,12,599
3,wa,female,13,440
3,wa,female,14,341
3,wa,female,15,270
3,wa,female,16,218
3,wa,female,17,140
3,wa,female,18,59
3,wa,female,19,17
3,wa,female,20,1
3,tas,male,0,166
3,tas,male,1,162
3,tas,male,2,174
3,tas,male,3,178
3,tas,male,4,173
3,tas,male,5,158
3,tas,male,6,141
3,tas,male,7,161
3,tas,male,8,171
3,tas,male,9,182
3,tas,male,10,186
3,tas,male,11,171
3,tas,male,12,165
3,tas,male,13,127
3,tas,male,14,95
3,tas,male,15,67
3,tas,male,16,52
3,tas,male,17,25
3,tas,male,18,6
3,tas,female,0,162
3,tas,female,1,154
3,tas,female,2,161
3,tas,female,3,170
3,tas,female,4,161
3,tas,female,5,153
3,tas,female,6,148
3,tas,female,7,169
3,tas,female,8,175
3,tas,female,9,186
3,tas,female,10,189
3,tas,female,11,173
3,tas,female,12,160
3,tas,female,13,122
3,tas,female,14,98
3,tas,female,15,78
3,tas,female,16,65
3,tas,female,17,46
3,tas,female,18,18
3,tas,female,19,6
3,tas,female,20,1
3,nt,male,0,101
3,nt,male,1,88
3,nt,male,2,88
3,nt,male,3,91
3,nt,male,4,110
3,nt,male,5,119
3,nt,male,6,104
3,nt,male,7,99
3,nt,male,8,92
3,nt,male,9,90
3,nt,male,10,74
3,nt,male,11,69
3,nt,male,12,54
3,nt,male,13,35
3,nt,male,14,20
3,nt,male,15,11
